! FILETYPE CSV
! VERSION 3.0,1
! TIMESTAMP Monday, 05 February 2024 13:56:22
! TIMEZONE (UTC-08:00) Pacific Time (US & Canada)
! NAME Keysight Technologies
! MODEL N9938B
! SERIAL MY59221735
! FIRMWARE_VERSION A.12.55
! CORRECTION 
! Application SA
! SA Frequency Scan
!  CenterFreq 868900000
!  SpanFreq 125000
!  Num TracePoints 1001
!  ResolutionBW 750
!  VideoBW 750
!  RF Attenuation 0
!  Preamp ON
!  External Gain 0
!  Detector Average
!  TraceAvgCount 10 / 10
! Trace TIMESTAMP: 2024-02-05 13:56:22Z
! Trace GPS Info...
! GPS Latitude: 
! GPS Longitude: 
! GPS Elevation (m): 
! GPS Seconds Since Last Read: 
! CHECKSUM 0869142098
! DATA Freq,SA Average,SA Blank,SA Blank,SA Blank
! FREQ UNIT Hz
! DATA UNIT dBm
BEGIN
868837500,-125.545313791512,0,0,0
868837625,-125.328868327794,0,0,0
868837750,-125.338394441869,0,0,0
868837875,-125.529964428079,0,0,0
868838000,-125.880896449891,0,0,0
868838125,-126.260425127642,0,0,0
868838250,-126.609580629075,0,0,0
868838375,-126.887158562521,0,0,0
868838500,-127.048902571304,0,0,0
868838625,-127.06368155038,0,0,0
868838750,-126.956303724242,0,0,0
868838875,-126.701714549257,0,0,0
868839000,-126.368207150746,0,0,0
868839125,-126.073746844216,0,0,0
868839250,-125.815909392642,0,0,0
868839375,-125.735155939498,0,0,0
868839500,-125.794949208021,0,0,0
868839625,-126.087708112471,0,0,0
868839750,-126.478064736744,0,0,0
868839875,-126.885263066033,0,0,0
868840000,-127.136996722258,0,0,0
868840125,-126.985442894101,0,0,0
868840250,-126.700707275348,0,0,0
868840375,-126.374389177336,0,0,0
868840500,-126.233564318026,0,0,0
868840625,-126.410852073296,0,0,0
868840750,-126.681485767402,0,0,0
868840875,-126.979213548807,0,0,0
868841000,-126.938306603933,0,0,0
868841125,-126.603928040924,0,0,0
868841250,-126.215730313911,0,0,0
868841375,-125.79898045035,0,0,0
868841500,-125.628066340479,0,0,0
868841625,-125.611944573375,0,0,0
868841750,-125.745682272012,0,0,0
868841875,-125.96460005614,0,0,0
868842000,-126.235789573282,0,0,0
868842125,-126.47568778835,0,0,0
868842250,-126.670428801652,0,0,0
868842375,-126.693256144146,0,0,0
868842500,-126.554134741709,0,0,0
868842625,-126.434764871022,0,0,0
868842750,-126.294654089515,0,0,0
868842875,-126.363588465218,0,0,0
868843000,-126.602566164803,0,0,0
868843125,-126.856985405159,0,0,0
868843250,-127.056138060721,0,0,0
868843375,-126.879962864624,0,0,0
868843500,-126.406240374253,0,0,0
868843625,-125.829987839456,0,0,0
868843750,-125.275318570653,0,0,0
868843875,-124.982313223265,0,0,0
868844000,-124.947409003034,0,0,0
868844125,-125.223010498176,0,0,0
868844250,-125.661950625311,0,0,0
868844375,-126.268444326605,0,0,0
868844500,-126.765283008557,0,0,0
868844625,-127.095298495227,0,0,0
868844750,-127.165815290967,0,0,0
868844875,-126.997860359131,0,0,0
868845000,-126.728844912016,0,0,0
868845125,-126.400388771035,0,0,0
868845250,-126.072667300754,0,0,0
868845375,-125.741026793281,0,0,0
